Country.Name,units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.09,0.1,0.09,0.1,0.068,0.074,0.1,0.1,0.1,0.096,0.06,0.035,0.039,0.04,0.042,0.04,0.022,0.067,0.061,0.065
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,6.1,6.5,6.9,7.6,8.2,8.7,9.4,11,12,12,14,15,16,18,19,21,22,24,25,26,28,30,31,32,33,35.624,37.011,38.484,39.201,39.634,41.415,42.159,43.338,44.0723,45.50226
Generation,Billion Kwh,6.5,7,7.4,8.1,8.8,9.3,9.9,11,12,13,15,16,17,18,20,21,23,25,27,27,29,32,34,34,36,36.82,38.075,39.666,40.262,40.372,42.71,43.329,44.229,45.1733,46.50426
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.9,1,1,0.9,1,1,1.048,1.064,1.179,1.213,1.263,1.374,1.451
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.9,1,1,0.9,1,1,1.048,1.064,1.179,1.213,1.263,1.374,1.451
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.007,0.013,0.017,0.036
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.007,0.013,0.017,0.036
Biomass and Waste,Billion Kwh,,,,,,,,,,,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.9,1,1,0.9,1,1,1.048,1.064,1.174,1.206,1.25,1.357,1.415
Fossil Fuels,Billion Kwh,6.5,7,7.4,8.1,8.8,9.3,9.9,11,12,13,15,16,17,18,20,21,22,25,26,27,29,31,33,33,35,35.92,37.075,38.666,39.214,39.308,41.531,42.116,42.966,43.7993,45.05326
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,23,24,24,26,25,25,25,25,25,25,25,26,24.3567,25.41334,26.383,26.42378,24.85788,25.96284,26.711,25.792,25.44503,25.93738
Generation,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,23,23,25,24,23,24,26,29,30,31,29,29,29.3087,29.14334,26.102,26.90578,24.32788,25.77784,26.499,26.673,26.11403,25.50238
Nuclear,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,12,12,11,11,10,11,12,16,16,17,17,16,16.336,16.599,14.158,15.453,13.076,13.536,14.342,14.411,13.95191,14.42
Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,3.4,4.3,4.8,4.2,4,4.2,4.5,4.6,5,5.4,3.6,4.1,4.654,4.761,4.914,4.542,4.8832,5.911,4.987,5.454,6.329,6.212
Hydroelectricity,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,3.4,4.3,4.8,4.2,4,4.2,4.4,4.6,4.9,5.2,3.4,4.1,4.592,4.355,4.406,4,4.324,5.202,3.74,4.062,4.8,4.167
Non-Hydroelectric Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,0.002,,,,0.003,0.012,0.031,0.032,0.2,0.2,0.1,0.041,0.062,0.406,0.508,0.542,0.5592,0.709,1.247,1.392,1.529,2.045
Geothermal,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,0.002,0.006,0.006,0.006,0.008,0.007,0.006,0.006,0.005,0.006,0.006,0.006
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,0.0002,0.017,0.397,0.42,0.588,0.597
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,0.0002,0.017,0.397,0.42,0.588,0.597
Biomass and Waste,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,0.002,,,,0.003,0.012,0.031,0.032,0.2,0.2,0.1,0.035,0.056,0.4,0.5,0.535,0.553,0.686,0.845,0.966,0.935,1.442
Fossil Fuels,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,8,7.6,9.1,8.9,8.8,8.9,9.3,9.1,9.1,8.3,8.9,8.7,8.3707,7.85934,7.097,6.99078,6.45968,6.47284,7.308,6.829,5.96712,4.96038
Hydroelectric Pumped Storage,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.1,-0.094,-0.092,-0.034,-0.001,-0.007,-0.034,-0.04,-0.072,-0.063,-0.07,-0.061,-0.052,-0.076,-0.067,-0.08,-0.091,-0.142,-0.138,-0.021,-0.134,-0.09
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,9.1,8.9,9.8,9.7,9.6,10,10,10,11,11,12,13,13,13.17488,13.63946,13.7293532,13.2951,11.777545,12.42136,12.973,12.908,12.94095,12.8895
Generation,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,12,11,12,12,12,12,13,12,13,14,14,13,15,14.45288,14.45146,14.3673532,15.7091,15.729545,15.52336,15.168,14.822,15.07795,16.4535
Nuclear,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,3.8,3.8,4.3,4.6,4.4,4.8,4.8,4.5,4.5,5,5.3,5,5.2,5.614,5.289,5.4281932,5.972,5.459725,5.381,5.902,5.244,5.03647,6.061
Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,3.4,3,3.3,3.2,3.6,3,3.4,3.7,3.8,3.8,3.4,3,4.2,3.526,3.655,3.333,4.271,4.862,4.709,3.852,4.296,5.071,6.557
Hydroelectricity,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,3.4,3,3.3,3.2,3.6,3,3.4,3.7,3.8,3.7,3.3,2.9,4,3.426,3.555,3.233,3.978,4.666,4.473,3.526,3.86,4.583,6.031
Non-Hydroelectric Renewables,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,0.031,0.07,0.072,0.1,0.1,0.1,0.1,0.1,0.1,0.293,0.196,0.236,0.326,0.436,0.488,0.526
Geothermal,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,0.004,0.004
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,0.001,0.004,0.013,0.065,0.163,0.215,0.257
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,0.001,0.004,0.013,0.065,0.163,0.215,0.257
Biomass and Waste,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,0.031,0.07,0.072,0.1,0.1,0.1,0.1,0.1,0.1,0.292,0.192,0.223,0.261,0.273,0.269,0.265
Fossil Fuels,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,4.4,4.2,4.1,4.3,4,4.5,4.7,4.3,4.7,5,5.3,5.2,5.3,5.31288,5.50746,5.60616,5.4661,5.40782,5.49336,5.463,5.345,5.06848,3.9245
Hydroelectric Pumped Storage,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,-0.06,-0.049,-0.063,-0.098,-0.089
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.0186,0.02232,0.02232,0.02232,0.02418,0.02511,0.02604,0.02604,0.02604,0.02604,0.0279,0.0279,0.0279,0.0279,0.0279,0.03069,0.03534,0.03906,0.04371,0.04836,0.05394,0.05487,0.0558,0.05487,0.05487,0.0651,0.06603,0.0744,0.0744,0.07347,0.07626,0.07905,0.07905,0.07905,0.07905
Generation,Billion Kwh,0.02,0.024,0.024,0.024,0.026,0.027,0.028,0.028,0.028,0.028,0.03,0.03,0.03,0.03,0.03,0.033,0.038,0.042,0.047,0.052,0.058,0.059,0.06,0.059,0.059,0.07,0.071,0.08,0.08,0.079,0.082,0.085,0.085,0.085,0.085
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.02,0.024,0.024,0.024,0.026,0.027,0.028,0.028,0.028,0.028,0.03,0.03,0.03,0.03,0.03,0.033,0.038,0.042,0.047,0.052,0.058,0.059,0.06,0.059,0.059,0.07,0.071,0.08,0.08,0.079,0.082,0.085,0.085,0.085,0.085
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.1,0.06975,0.0744,0.093,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.25389,0.26226,0.27156,0.27993,0.28365,0.28551,0.2883,0.29295,0.30969,0.3162
Generation,Billion Kwh,0.1,0.075,0.08,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.273,0.282,0.292,0.301,0.305,0.307,0.31,0.315,0.333,0.34
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
Hydroelectricity,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fossil Fuels,Billion Kwh,0.1,0.075,0.08,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.273,0.282,0.292,0.301,0.305,0.307,0.31,0.315,0.333,0.34
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,86,99,103,104,119,125,132,134,140,145,145,146,144,148,154,162,165,172,172,174,180,180,190,196,200,205.08004,210.6651,220.44607,213.63607,204.60577,214.96594,218.30954,212.579,211.47476,211.83746
Generation,Billion Kwh,93,107,112,114,127,133,138,142,148,153,156,159,157,163,171,176,186,195,191,188,196,196,203,217,228,227.98304,235.4991,245.61107,239.69707,230.64277,241.90894,243.38154,239.829,237.46376,235.43646
Nuclear,Billion Kwh,,,,,3.9,5.3,8.8,6.2,10,11,8.4,9.1,9.3,7.3,9.7,11,12,13,14,13,13,11,12,13,14,12.238,10.074,12.60087,12.74775,11.57377,12.89994,12.93854,12.398,13.6147,14.763
Renewables,Billion Kwh,1,1.7,1,0.6,0.6,0.6,1.6,1.6,3.2,2.8,1,2,0.8,0.1,1.1,0.5,1.4,2.2,1.8,0.9,1.7,2.4,2.7,1.1,1.3,1.672,3.222,1.212,1.521,1.72,2.429,2.386,1.556,1.725,3.458
Hydroelectricity,Billion Kwh,1,1.7,1,0.6,0.6,0.6,1.6,1.6,3.2,2.8,1,2,0.8,0.1,1.1,0.5,1.3,2.1,1.6,0.7,1.3,2.1,2.4,0.8,0.9,1.319,2.869,0.859,1.191,1.386,2.093,2.036,1.193,1.147,0.965
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,0.06,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.353,0.353,0.353,0.33,0.334,0.336,0.35,0.363,0.578,2.493
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.03,0.04,0.04,0.04,1.07
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.03,0.24,1.12
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.03,0.24,1.12
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,0.06,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.277,0.281,0.285,0.289,0.293,0.298,0.303
Fossil Fuels,Billion Kwh,92,105,111,113,123,127,128,134,134,140,147,148,147,156,160,164,174,181,176,176,182,183,189,205,213,215.36904,223.3581,233.0542,226.47232,218.302,227.589,229.069,226.902,223.10806,218.27646
Hydroelectric Pumped Storage,Billion Kwh,,-0.007,-0.017,-0.02,-0.019,-0.021,-0.02,-0.02,-0.021,-0.022,-0.022,-0.023,-0.017,-0.018,-0.02,-0.017,-0.8,-1,-0.9,-0.9,-0.6,-0.3,-0.3,-1,-0.7,-1.296,-1.155,-1.256,-1.044,-0.953,-1.009,-1.012,-1.027,-0.984,-1.061
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,97,99,100,104,109,112,114,114,115,126,129,132,134,134,140,145,151,163,168,181,194,207,212,223,232,241.45076,251.27051,255.63899,258.84154,245.60138,249.75432,246.72312,243.836,236.74335,234.49766
Generation,Billion Kwh,109,110,113,115,117,125,127,128,130,140,144,147,148,147,153,157,165,180,184,194,209,221,226,244,259,268.75376,279.67551,286.87099,295.69054,278.15038,285.48732,278.84112,280.71,270.18835,264.29666
Nuclear,Billion Kwh,5.2,9.6,8.8,11,23,28,37,41,48,54,52,53,53,53,53,53,54,53,56,56,59,61,60,59,60,54.98564,57.43113,52.71451,56.44992,50.58494,59.25532,55.12112,58.701,54.31321,54.86
Renewables,Billion Kwh,30,22,26,27,32,31,27,28,35,20,26,28,20,25,29,24,41,37,37,28,36,49,35,56,51,42.35,52.199,59.144,62.745,74.46,98.011,88.014,87.472,111.723,110.55
Hydroelectricity,Billion Kwh,29,22,26,27,31,31,26,27,35,19,25,27,19,24,28,23,39,34,34,23,29,41,23,41,31,18.209,25.699,27.036,23.13,26.147,41.881,30.29,20.34,36.496,38.777
Non-Hydroelectric Renewables,Billion Kwh,0.3,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,1,1.6,1.9,2.8,3.5,5.2,6.8,8.7,12,16,19,24.141,26.5,32.108,39.615,48.313,56.13,57.724,67.132,75.227,71.773
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,0.014,0.015,0.1,0.1,0.2,0.3,0.4,0.7,1.4,2.7,4.7,6.8,9.3,12,16,21,23,28,33,38,44.27,42.92,49.472,55.65,52
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,0.006,0.007,0.008,0.009,0.01,0.015,0.012,0.013,0.015,0.017,0.018,0.024,0.03,0.041,0.056,0.041,0.1,0.508,2.578,6.064,7.186,9.4,11.968,13.097,13.673
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,0.006,0.007,0.008,0.009,0.01,0.015,0.012,0.013,0.015,0.017,0.018,0.024,0.03,0.041,0.056,0.041,0.1,0.508,2.578,6.064,7.186,9.4,11.968,13.097,13.673
Biomass and Waste,Billion Kwh,0.3,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.8,1.3,1.5,2.1,2.2,2.5,2.1,2,2.9,3.5,3.6,3.1,3.4,3.6,4.037,4.249,4.674,5.404,5.692,6.48,6.1
Fossil Fuels,Billion Kwh,74,78,78,78,64,66,64,60,47,67,67,67,76,70,72,80,71,90,91,112,116,113,135,131,150,173.14612,171.43438,176.14848,177.44662,154.09044,129.472,136.606,135.943,105.87314,100.28766
Hydroelectric Pumped Storage,Billion Kwh,-0.6,-0.5,-0.4,-0.8,-0.8,-0.7,-0.4,-0.3,-0.4,-0.2,-0.3,-0.3,-0.7,-0.5,-0.3,-0.6,-0.5,-0.5,-0.8,-1.1,-2.7,-1.3,-3.6,-1.8,-1.8,-1.728,-1.389,-1.136,-0.951,-0.985,-1.251,-0.9,-1.406,-1.721,-1.401
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,1.4,1.5,1.7,1.7,1.9,2,2.2,2.2,2.3,2.3,2.6,2.7,2.6,3.2,3.6,3.9,3.6,4.1,4.5,4.7,5,5.3,5.5,6,6.5,7.434,6.863,7.9449,8.129,8.175,8.954,9.781,10.168,10.46856,10.53244
Generation,Billion Kwh,1.6,1.8,2,2,2.2,2.4,2.6,2.7,2.8,2.8,3.1,3.3,3.2,3.9,4.3,4.7,4.4,5,5.5,6,6.5,6.5,6.8,7.4,7.9,8.938,8.424,9.5059,9.613,9.606,10.441,11.196,11.36,11.66956,11.95844
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,1.5,1.6,1.6,1.2,2.1,2.4,2.6,2.2,2.6,2.8,3.1,3.1,2.9,3.8,4,4.4,3.2,3.4,3.9,4.1,3.2,3.1,2.7,3.3,2.9,3.434,3.868,3.927,4.115,3.908,5.681,4.714,3.444,7.135,4.837
Hydroelectricity,Billion Kwh,1.5,1.6,1.6,1.2,2.1,2.4,2.6,2.2,2.6,2.8,3.1,3.1,2.9,3.8,4,4.4,3.2,3.4,3.9,4.1,3.2,3.1,2.7,3.3,2.9,3.416,3.849,3.908,4.088,3.865,5.578,4.573,3.256,6.849,4.506
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,,,,,,,,,,0.003,0.011,0.011,0.014,0.014,0.015,0.018,0.019,0.019,0.027,0.043,0.103,0.141,0.188,0.286,0.331
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,0.003,0.003,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.053,0.092,0.147,0.24,0.27
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,0.008,0.008,0.01,0.011,0.012,0.014,0.015,0.016,0.016,0.017,0.017,0.017,0.019,0.02,0.02
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,0.008,0.008,0.01,0.011,0.012,0.014,0.015,0.016,0.016,0.017,0.017,0.017,0.019,0.02,0.02
Biomass and Waste,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,0.001,0.008,0.023,0.033,0.032,0.022,0.026,0.041
Fossil Fuels,Billion Kwh,0.2,0.3,0.5,0.8,0.2,0.065,0.007,0.5,0.2,0.054,0.005,0.2,0.3,0.2,0.3,0.3,1.2,1.6,1.7,1.9,3.3,3.4,4.1,4.1,4.9,5.504,4.556,5.5789,5.498,5.698,4.76,6.482,7.916,4.53456,7.12144
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan and South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,0.6,0.8,0.8,0.9,1.1,1.1,1.1,1.1,1,1,1.7,1.7,1.8,1.7,1.8,1.8,1.9,1.8,1.9,2.5,2.6,2.3,2.6,2.8,2.9,3.375,3.773,4.1148,4.04142,4.84,5.911,6.534,7.381,8.14166,9.94306
Generation,Billion Kwh,0.7,1,1,1,1.1,1.3,1.3,1.3,1.3,1.3,2,2.1,2.1,2.1,2.3,2.3,2.5,2.6,2.5,2.8,3,3.2,3.5,3.7,3.8,4.159,4.818,5.2918,5.24842,6.263,7.359,8.271,9.201,10.52466,11.59606
Nuclear,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewables,Billion Kwh,0.5,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.5,1.5,1.6,1.6,1.6,1.5,1.6,1.6,1.5,1.7,1.7,1.8,1.8,1.7,1.6,1.748,1.856,1.936,1.448,3.196,6.14,6.402,6.553,8.232,8.824
Hydroelectricity,Billion Kwh,0.5,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,1,1.1,1.1,1.1,1,1.1,1,1,1.2,1.2,1.3,1.3,1.2,1.1,1.248,1.356,1.436,1.448,3.196,6.14,6.402,6.553,8.232,8.824
Non-Hydroelectric Renewables,Billion Kwh,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,
Geothermal,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide, Wave, Fuel Cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tide and Wave,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomass and Waste,Billion Kwh,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,
Fossil Fuels,Billion Kwh,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.5,0.6,0.7,0.8,0.9,1,1,1.1,1.3,1.5,1.7,2.1,2.2,2.411,2.962,3.3558,3.80042,3.067,1.219,1.869,2.648,2.29266,2.77206
Hydroelectric Pumped Storage,Billion Kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption,Billion Kwh,1.4,1.3,1.2,1,1,1.1,1.1,0.6,0.8,1.3,1.4,1.6,1.6,1.6,1.7,1.5,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.381,1.425,1.423,1.409,1.409,1.534,1.717,1.739,1.9215,1.92674
